race,date,meanIncome,county,percentage
black,2017,11047,Oswego,1.1
black,2017,0,Putnam,2.5
black,2017,28540,Queens,18.1
black,2017,17021,Rensselaer,6.2
black,2017,21972,Richmond,10.7
black,2017,32512,Rockland,12.3
black,2017,3266,St. Lawrence,3.1
black,2017,30105,Saratoga,2.0
black,2017,17744,Schenectady,11.2
black,2017,19299,Steuben,1.8
black,2017,26669,Suffolk,8.3
black,2017,12622,Sullivan,10.0
black,2017,13460,Tompkins,3.6
black,2017,29881,Ulster,5.7
black,2017,0,Warren,1.4
black,2017,11361,Wayne,3.0
black,2017,31582,Westchester,14.7
native,2017,22445,Albany,0.2
native,2017,17897,Bronx,0.9
native,2017,0,Broome,0.2
native,2017,18644,Cattaraugus,3.1
native,2017,0,Cayuga,0.0
native,2017,0,Chautauqua,0.1
native,2017,0,Chemung,0.1
native,2017,0,Clinton,0.3
native,2017,0,Dutchess,0.3
native,2017,23829,Erie,0.5
native,2017,30791,Jefferson,0.6
native,2017,0,Kings,0.3
native,2017,0,Livingston,0.0
native,2017,34413,Madison,0.8
native,2017,19539,Monroe,0.5
native,2017,22224,Nassau,0.3
native,2017,19143,New York,0.3
native,2017,19310,Niagara,1.3
native,2017,42764,Oneida,0.2
native,2017,10313,Onondaga,0.4
native,2017,0,Ontario,0.4
native,2017,27319,Orange,0.4
native,2017,11601,Oswego,0.2
native,2017,0,Putnam,0.0
native,2017,23004,Queens,0.4
native,2017,6627,Rensselaer,0.1
native,2017,22984,Richmond,0.2
native,2017,24075,Rockland,0.2
native,2017,12298,St. Lawrence,0.4
native,2017,40033,Saratoga,0.3
native,2017,0,Schenectady,0.2
native,2017,14458,Steuben,0.1
native,2017,35830,Suffolk,0.2
native,2017,0,Sullivan,0.2
native,2017,0,Tompkins,0.0
native,2017,15539,Ulster,0.3
native,2017,0,Warren,0.1
native,2017,0,Wayne,0.2
native,2017,18774,Westchester,0.5
asian,2017,30714,Albany,6.8
asian,2017,20037,Bronx,3.9
asian,2017,21589,Broome,4.6
asian,2017,10680,Cattaraugus,1.0
asian,2017,32621,Cayuga,0.5
asian,2017,48010,Chautauqua,0.6
asian,2017,51994,Chemung,2.0
asian,2017,17006,Clinton,1.4
asian,2017,40712,Dutchess,4.0
asian,2017,26332,Erie,3.7
asian,2017,42704,Jefferson,1.4
asian,2017,26888,Kings,12.3
asian,2017,0,Livingston,0.5
asian,2017,8185,Madison,1.1
asian,2017,36427,Monroe,4.0
asian,2017,46726,Nassau,9.8
asian,2017,61469,New York,12.5
asian,2017,11929,Niagara,0.9
asian,2017,13249,Oneida,4.6
asian,2017,21248,Onondaga,4.2
asian,2017,15918,Ontario,1.4
asian,2017,40803,Orange,2.5
asian,2017,0,Oswego,0.8
asian,2017,69014,Putnam,1.9
asian,2017,26760,Queens,26.2
asian,2017,22251,Rensselaer,2.8
asian,2017,30769,Richmond,9.5
asian,2017,42657,Rockland,6.1
asian,2017,22521,St. Lawrence,1.2
asian,2017,57487,Saratoga,3.0
asian,2017,19704,Schenectady,4.9
asian,2017,88158,Steuben,1.4
asian,2017,36207,Suffolk,4.0
asian,2017,22758,Sullivan,1.8
asian,2017,23072,Tompkins,11.0
asian,2017,25712,Ulster,2.4
asian,2017,0,Warren,0.9
asian,2017,0,Wayne,0.6
asian,2017,61769,Westchester,6.2
islander,2017,0,Albany,0.0
islander,2017,24888,Bronx,0.1
islander,2017,0,Broome,0.0
islander,2017,0,Cattaraugus,0.0
islander,2017,0,Cayuga,0.0
islander,2017,0,Chautauqua,0.0
islander,2017,0,Chemung,0.0
islander,2017,0,Clinton,0.2
islander,2017,0,Dutchess,0.0
islander,2017,0,Erie,0.0
islander,2017,0,Jefferson,0.3
islander,2017,54034,Kings,0.0
islander,2017,0,Livingston,0.0
islander,2017,0,Madison,0.0
islander,2017,0,Monroe,0.0
islander,2017,0,Nassau,0.0
islander,2017,52243,New York,0.1
islander,2017,0,Niagara,0.0
islander,2017,0,Oneida,0.0
islander,2017,0,Onondaga,0.0
islander,2017,0,Ontario,0.0
islander,2017,0,Orange,0.1
islander,2017,0,Oswego,0.0
islander,2017,0,Putnam,0.0
islander,2017,30921,Queens,0.1
islander,2017,0,Rensselaer,0.1
islander,2017,0,Richmond,0.0
islander,2017,0,Rockland,0.0
islander,2017,0,St. Lawrence,0.1
islander,2017,0,Saratoga,0.0
islander,2017,0,Schenectady,0.0
islander,2017,0,Steuben,0.0
islander,2017,0,Suffolk,0.0
islander,2017,0,Sullivan,0.0
islander,2017,0,Tompkins,0.1
islander,2017,0,Ulster,0.0
islander,2017,0,Warren,0.0
islander,2017,0,Wayne,0.0
islander,2017,0,Westchester,0.1
other,2017,14846,Albany,1.4
other,2017,15071,Bronx,34.4
other,2017,8423,Broome,0.7
other,2017,0,Cattaraugus,0.3
other,2017,13500,Cayuga,0.7
other,2017,12710,Chautauqua,2.9
other,2017,0,Chemung,0.8
other,2017,6247,Clinton,1.7
other,2017,17657,Dutchess,3.4
other,2017,18190,Erie,2.2
other,2017,13061,Jefferson,1.3
other,2017,17201,Kings,9.1
other,2017,15319,Livingston,1.3
other,2017,0,Madison,0.8
other,2017,16418,Monroe,1.7
other,2017,23526,Nassau,8.0
other,2017,21966,New York,12.0
other,2017,21090,Niagara,0.7
other,2017,11506,Oneida,1.8
other,2017,18773,Onondaga,0.8
other,2017,12937,Ontario,2.2
other,2017,23577,Orange,8.3
other,2017,0,Oswego,0.4
other,2017,21555,Putnam,4.1
other,2017,21524,Queens,14.4
other,2017,13993,Rensselaer,1.4
other,2017,25709,Richmond,4.2
other,2017,12157,Rockland,5.4
other,2017,14068,St. Lawrence,1.4
other,2017,9027,Saratoga,0.4
other,2017,10825,Schenectady,2.7
other,2017,0,Steuben,0.3
other,2017,22266,Suffolk,4.5
other,2017,14866,Sullivan,6.4
other,2017,1884,Tompkins,0.8
other,2017,13375,Ulster,3.5
other,2017,0,Warren,0.2
other,2017,13038,Wayne,1.1
other,2017,20516,Westchester,12.7
mixed,2017,15751,Albany,4.0
mixed,2017,21242,Bronx,3.3
mixed,2017,9202,Broome,3.2
mixed,2017,6056,Cattaraugus,2.2
mixed,2017,11098,Cayuga,3.6
mixed,2017,10036,Chautauqua,2.5
mixed,2017,13828,Chemung,2.2
mixed,2017,5170,Clinton,1.4
mixed,2017,20095,Dutchess,3.3
mixed,2017,11598,Erie,2.8
mixed,2017,9859,Jefferson,3.9
mixed,2017,31799,Kings,3.0
mixed,2017,10785,Livingston,2.3
mixed,2017,0,Madison,1.5
mixed,2017,13391,Monroe,3.1
mixed,2017,24198,Nassau,3.2
mixed,2017,33447,New York,4.7
mixed,2017,15019,Niagara,1.7
mixed,2017,10367,Oneida,2.0
mixed,2017,14965,Onondaga,3.6
mixed,2017,9043,Ontario,2.2
mixed,2017,19496,Orange,3.2
mixed,2017,16336,Oswego,2.1
mixed,2017,23707,Putnam,3.7
mixed,2017,23038,Queens,3.3
mixed,2017,11214,Rensselaer,4.2
mixed,2017,22269,Richmond,2.0
mixed,2017,25894,Rockland,2.7
mixed,2017,9284,St. Lawrence,1.2
mixed,2017,25263,Saratoga,1.9
mixed,2017,15967,Schenectady,3.2
mixed,2017,9225,Steuben,1.3
mixed,2017,26311,Suffolk,2.2
mixed,2017,34923,Sullivan,2.9
mixed,2017,16486,Tompkins,3.7
mixed,2017,11421,Ulster,4.4
mixed,2017,4882,Warren,2.0
mixed,2017,5456,Wayne,2.4
mixed,2017,24431,Westchester,2.8
latino,2017,19236,Albany,6.0
latino,2017,17167,Bronx,56.2
latino,2017,11033,Broome,4.3
latino,2017,6034,Cattaraugus,2.1
latino,2017,10532,Cayuga,3.0
latino,2017,12886,Chautauqua,7.6
latino,2017,8253,Chemung,3.1
latino,2017,7547,Clinton,3.0
latino,2017,23879,Dutchess,12.3
latino,2017,16900,Erie,5.5
latino,2017,13931,Jefferson,7.6
latino,2017,21064,Kings,19.1
latino,2017,13645,Livingston,3.6
latino,2017,35436,Madison,2.2
latino,2017,15929,Monroe,8.8
latino,2017,26463,Nassau,17.2
latino,2017,29938,New York,26.1
latino,2017,14426,Niagara,2.9
latino,2017,16691,Oneida,5.8
latino,2017,15801,Onondaga,4.9
latino,2017,12920,Ontario,4.8
latino,2017,24505,Orange,20.6
latino,2017,17566,Oswego,2.6
latino,2017,32708,Putnam,15.1
latino,2017,23194,Queens,28.0
latino,2017,19897,Rensselaer,5.0
latino,2017,23933,Richmond,18.6
latino,2017,23058,Rockland,18.0
latino,2017,12007,St. Lawrence,2.4
latino,2017,25213,Saratoga,3.2
latino,2017,13725,Schenectady,7.0
latino,2017,17926,Steuben,1.7
latino,2017,26022,Suffolk,19.5
latino,2017,14864,Sullivan,16.2
latino,2017,19280,Tompkins,5.0
latino,2017,16796,Ulster,10.3
latino,2017,24535,Warren,2.6
latino,2017,13046,Wayne,4.5
latino,2017,24069,Westchester,24.9
total,2018,37371,Rockland,100
total,2018,29049,Sullivan,100
total,2018,35400,Ulster,100
total,2018,28421,Madison,100
total,2018,31866,Queens,100
total,2018,56893,Westchester,100
total,2018,33270,Warren,100
total,2018,33106,Wayne,100
total,2018,21712,Bronx,100
total,2018,28097,Broome,100
total,2018,38897,Dutchess,100
total,2018,29880,Steuben,100
total,2018,33325,Onondaga,100
total,2018,36344,Ontario,100
total,2018,30185,Chemung,100
total,2018,26769,Jefferson,100
total,2018,36931,Albany,100
total,2018,32795,Erie,100
total,2018,50397,Nassau,100
total,2018,34279,Orange,100
total,2018,34381,Rensselaer,100
total,2018,25964,Chautauqua,100
total,2018,27980,Clinton,100
total,2018,74911,New York,100
total,2018,43386,Saratoga,100
total,2018,25133,Cattaraugus,100
total,2018,32970,Monroe,100
total,2018,32370,Tompkins,100
total,2018,27883,Oneida,100
total,2018,29304,Oswego,100
total,2018,32240,Niagara,100
total,2018,46846,Putnam,100
total,2018,28134,Livingston,100
total,2018,43905,Suffolk,100
total,2018,25682,St. Lawrence,100
total,2018,29116,Cayuga,100
total,2018,34709,Kings,100
total,2018,35966,Richmond,100
total,2018,31851,Schenectady,100
white,2018,39400,Rockland,0
white,2018,31193,Sullivan,0
white,2018,39348,Ulster,0
white,2018,29139,Madison,94
white,2018,38723,Queens,0
white,2018,70067,Westchester,0
white,2018,0,Warren,0
white,2018,34209,Wayne,0
white,2018,28331,Bronx,0
white,2018,29457,Broome,0
white,2018,41830,Dutchess,78
white,2018,29812,Steuben,0
white,2018,36780,Onondaga,0
white,2018,37297,Ontario,0
white,2018,31912,Chemung,0
white,2018,27303,Jefferson,0
white,2018,41031,Albany,0
white,2018,36431,Erie,0
white,2018,57021,Nassau,0
white,2018,37084,Orange,0
white,2018,36729,Rensselaer,0
white,2018,27153,Chautauqua,0
white,2018,29971,Clinton,0
white,2018,103192,New York,0
white,2018,44052,Saratoga,0
white,2018,25740,Cattaraugus,0
white,2018,36953,Monroe,0
white,2018,36069,Tompkins,0
white,2018,29661,Oneida,0
white,2018,30154,Oswego,0
white,2018,34101,Niagara,0
white,2018,48200,Putnam,0
white,2018,29511,Livingston,0
white,2018,47239,Suffolk,0
white,2018,26721,St. Lawrence,0
white,2018,30861,Cayuga,0
white,2018,45225,Kings,0
white,2018,39388,Richmond,0
white,2018,35328,Schenectady,0
black,2018,34626,Rockland,12
black,2018,16948,Sullivan,0
black,2018,15928,Ulster,6
black,2018,5676,Madison,0
black,2018,30154,Queens,0
black,2018,33470,Westchester,0
black,2018,0,Warren,0
black,2018,18918,Wayne,0
black,2018,22154,Bronx,0
black,2018,15718,Broome,0
black,2018,28852,Dutchess,11
black,2018,54423,Steuben,0
black,2018,17947,Onondaga,0
black,2018,42059,Ontario,0
black,2018,15157,Chemung,0
black,2018,17904,Jefferson,6
black,2018,19367,Albany,0
black,2018,19803,Erie,0
black,2018,38236,Nassau,0
black,2018,28363,Orange,0
black,2018,27898,Rensselaer,0
black,2018,11686,Chautauqua,0
black,2018,0,Clinton,0
black,2018,28901,New York,0
black,2018,24740,Saratoga,0
black,2018,11763,Cattaraugus,0
black,2018,20868,Monroe,0
black,2018,21116,Tompkins,0
black,2018,21821,Oneida,0
black,2018,9179,Oswego,0
black,2018,22287,Niagara,0
black,2018,78139,Putnam,0
black,2018,6891,Livingston,0
black,2018,29207,Suffolk,0
black,2018,0,St. Lawrence,0
black,2018,5754,Cayuga,0
black,2018,26793,Kings,32
black,2018,26247,Richmond,0
black,2018,22090,Schenectady,0
native,2018,0,Rockland,0
native,2018,0,Sullivan,0
native,2018,21134,Ulster,0
native,2018,0,Madison,0
native,2018,23975,Queens,0
native,2018,42077,Westchester,0
native,2018,0,Warren,0
native,2018,0,Wayne,0
native,2018,16304,Bronx,0
native,2018,40758,Broome,0
native,2018,21726,Dutchess,0
native,2018,0,Steuben,0
native,2018,21096,Onondaga,0
native,2018,0,Ontario,0
native,2018,0,Chemung,0
native,2018,11509,Jefferson,0
native,2018,0,Albany,0
native,2018,15345,Erie,0
native,2018,19221,Nassau,0
native,2018,18545,Orange,0
native,2018,27982,Rensselaer,0
native,2018,11405,Chautauqua,0
native,2018,0,Clinton,0
native,2018,26810,New York,0
native,2018,33926,Saratoga,0
native,2018,20523,Cattaraugus,0
native,2018,17031,Monroe,0
native,2018,0,Tompkins,0
native,2018,0,Oneida,0
native,2018,0,Oswego,0
native,2018,24405,Niagara,0
native,2018,0,Putnam,0
native,2018,0,Livingston,0
native,2018,16537,Suffolk,0
native,2018,30501,St. Lawrence,0
native,2018,0,Cayuga,0
native,2018,25799,Kings,0
native,2018,0,Richmond,0
native,2018,23918,Schenectady,1
asian,2018,47879,Rockland,6
asian,2018,25003,Sullivan,0
asian,2018,8180,Ulster,0
asian,2018,29900,Madison,0
asian,2018,29435,Queens,0
asian,2018,60993,Westchester,0
asian,2018,0,Warren,0
asian,2018,40980,Wayne,0
asian,2018,25068,Bronx,0
asian,2018,29125,Broome,0
asian,2018,51721,Dutchess,0
asian,2018,41192,Steuben,0
asian,2018,29824,Onondaga,0
asian,2018,29672,Ontario,0
asian,2018,58662,Chemung,0
asian,2018,32062,Jefferson,0
asian,2018,39743,Albany,7
asian,2018,27785,Erie,0
asian,2018,48351,Nassau,10
asian,2018,47083,Orange,0
asian,2018,17181,Rensselaer,0
asian,2018,31329,Chautauqua,0
asian,2018,19798,Clinton,0
asian,2018,73255,New York,0
asian,2018,53085,Saratoga,0
asian,2018,44475,Cattaraugus,0
asian,2018,26621,Monroe,0
asian,2018,22472,Tompkins,0
asian,2018,16588,Oneida,0
asian,2018,18016,Oswego,0
asian,2018,27661,Niagara,0
asian,2018,37169,Putnam,2
asian,2018,29855,Livingston,0
asian,2018,41399,Suffolk,4
asian,2018,19598,St. Lawrence,1
asian,2018,19190,Cayuga,0
asian,2018,30968,Kings,0
asian,2018,31237,Richmond,0
asian,2018,28737,Schenectady,0
islander,2018,0,Rockland,0
islander,2018,0,Sullivan,0
islander,2018,0,Ulster,0
islander,2018,0,Madison,0
islander,2018,0,Queens,0
islander,2018,0,Westchester,0
islander,2018,0,Warren,0
islander,2018,0,Wayne,0
islander,2018,11400,Bronx,0
islander,2018,0,Broome,0
islander,2018,0,Dutchess,0
islander,2018,0,Steuben,0
islander,2018,0,Onondaga,0
islander,2018,0,Ontario,0
islander,2018,0,Chemung,0
islander,2018,0,Jefferson,0
islander,2018,0,Albany,0
islander,2018,0,Erie,0
islander,2018,15416,Nassau,0
islander,2018,0,Orange,0
islander,2018,0,Rensselaer,0
islander,2018,0,Chautauqua,0
islander,2018,0,Clinton,0
islander,2018,27915,New York,0
islander,2018,0,Saratoga,0
islander,2018,0,Cattaraugus,0
islander,2018,0,Monroe,0
islander,2018,0,Tompkins,0
islander,2018,0,Oneida,0
islander,2018,0,Oswego,0
islander,2018,0,Niagara,0
islander,2018,0,Putnam,0
islander,2018,0,Livingston,0
islander,2018,0,Suffolk,0
islander,2018,0,St. Lawrence,0
islander,2018,0,Cayuga,0
islander,2018,9831,Kings,0
islander,2018,0,Richmond,0
islander,2018,0,Schenectady,0
other,2018,21949,Rockland,0
other,2018,22688,Sullivan,0
other,2018,21792,Ulster,0
other,2018,0,Madison,0
other,2018,22057,Queens,0
other,2018,24129,Westchester,0
other,2018,0,Warren,0
other,2018,25178,Wayne,1
other,2018,16158,Bronx,0
other,2018,15477,Broome,0
other,2018,19536,Dutchess,0
other,2018,10382,Steuben,0
other,2018,24024,Onondaga,0
other,2018,14001,Ontario,0
other,2018,17259,Chemung,0
other,2018,32324,Jefferson,0
other,2018,40449,Albany,0
other,2018,17376,Erie,0
other,2018,22065,Nassau,0
other,2018,22451,Orange,0
other,2018,21734,Rensselaer,0
other,2018,12862,Chautauqua,0
other,2018,7455,Clinton,3
other,2018,18358,New York,0
other,2018,22359,Saratoga,0
other,2018,15114,Cattaraugus,0
other,2018,19273,Monroe,2
other,2018,5870,Tompkins,0
other,2018,10737,Oneida,0
other,2018,0,Oswego,0
other,2018,12888,Niagara,0
other,2018,24819,Putnam,0
other,2018,14754,Livingston,0
other,2018,22016,Suffolk,0
other,2018,5969,St. Lawrence,0
other,2018,11431,Cayuga,0
other,2018,18523,Kings,0
other,2018,21741,Richmond,0
other,2018,17768,Schenectady,0
mixed,2018,17828,Rockland,0
mixed,2018,17358,Sullivan,3
mixed,2018,13511,Ulster,0
mixed,2018,21785,Madison,0
mixed,2018,26664,Queens,0
mixed,2018,25763,Westchester,3
mixed,2018,0,Warren,0
mixed,2018,6948,Wayne,0
mixed,2018,24317,Bronx,0
mixed,2018,13571,Broome,0
mixed,2018,15564,Dutchess,0
mixed,2018,8975,Steuben,0
mixed,2018,14958,Onondaga,0
mixed,2018,15419,Ontario,0
mixed,2018,5560,Chemung,0
mixed,2018,24832,Jefferson,0
mixed,2018,14708,Albany,0
mixed,2018,16243,Erie,0
mixed,2018,27635,Nassau,0
mixed,2018,16663,Orange,0
mixed,2018,8956,Rensselaer,4
mixed,2018,12307,Chautauqua,2
mixed,2018,21057,Clinton,0
mixed,2018,40377,New York,0
mixed,2018,27856,Saratoga,0
mixed,2018,13457,Cattaraugus,0
mixed,2018,13734,Monroe,3
mixed,2018,10177,Tompkins,0
mixed,2018,12007,Oneida,0
mixed,2018,14273,Oswego,2
mixed,2018,8978,Niagara,0
mixed,2018,0,Putnam,0
mixed,2018,0,Livingston,2
mixed,2018,22653,Suffolk,0
mixed,2018,8992,St. Lawrence,0
mixed,2018,9372,Cayuga,0
mixed,2018,30469,Kings,0
mixed,2018,18102,Richmond,0
mixed,2018,9043,Schenectady,0
latino,2018,28303,Rockland,0
latino,2018,20707,Sullivan,0
latino,2018,17533,Ulster,0
latino,2018,10225,Madison,0
latino,2018,24007,Queens,0
latino,2018,29589,Westchester,0
latino,2018,0,Warren,0
latino,2018,18694,Wayne,0
latino,2018,17847,Bronx,0
latino,2018,16218,Broome,0
latino,2018,22326,Dutchess,0
latino,2018,16607,Steuben,0
latino,2018,17034,Onondaga,0
latino,2018,15206,Ontario,5
latino,2018,25668,Chemung,0
latino,2018,19754,Jefferson,0
latino,2018,23086,Albany,0
latino,2018,18945,Erie,0
latino,2018,27988,Nassau,0
latino,2018,23604,Orange,21
latino,2018,14675,Rensselaer,0
latino,2018,12420,Chautauqua,0
latino,2018,9506,Clinton,0
latino,2018,27252,New York,0
latino,2018,28545,Saratoga,0
latino,2018,22413,Cattaraugus,0
latino,2018,17720,Monroe,9
latino,2018,20894,Tompkins,0
latino,2018,15699,Oneida,0
latino,2018,23421,Oswego,0
latino,2018,19846,Niagara,0
latino,2018,28780,Putnam,0
latino,2018,8129,Livingston,0
latino,2018,26695,Suffolk,0
latino,2018,8069,St. Lawrence,0
latino,2018,9314,Cayuga,3
latino,2018,22805,Kings,0
latino,2018,24621,Richmond,0
latino,2018,13621,Schenectady,0
