"GEO_ID","NAME","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015E","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004E","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E"
"0500000US06023","Humboldt County, California","2.0","29682","1461","19.4","3.0","33.5","3.8","28.4","3.8","11.1","2.8","5.4","2.1","2.4","1.3","134809","*****","80.0","1.4","1.6","0.6","5.5","1.3","2.5","0.5","0.0","0.1","4.1","1.4","6.3","1.0","10.8","*****","75.2","0.3","29.5","(X)","31.4","(X)","26.3","(X)","53979","3300","53415","4140","14816","2892","15453","880","9576","887","3199","872","24845","3130","68803","5140","48563","6488","56857","8508","90733","10556","65865","9240","95881","18239","93313","25747","22637","1298","24324","1239","21317","9666","15319","6916","21104","9061","N","N","8333","2404","17919","9361","12018","1868","24893","1295","(X)","(X)","(X)","(X)","(X)","(X)","53195","1629","71.3","2.8","23.0","2.0","31.9","2.2","10.0","2.0","3.5","1.1","18.0"
"0500000US06025","Imperial County, California","2.0","33902","2116","12.8","2.6","41.1","4.0","22.0","4.0","12.1","3.3","8.3","2.3","3.8","1.8","179091","*****","67.4","3.7","2.2","0.7","1.8","0.9","1.5","0.2","0.1","0.2","21.9","3.3","5.0","1.6","82.3","*****","12.2","0.2","38.2","(X)","40.3","(X)","26.3","(X)","58528","4171","61297","5319","15766","5715","12810","671","7313","1079","3236","841","21432","5107","66566","5124","28712","5244","48612","7447","104056","15986","57542","10983","119809","16708","83563","19398","16226","1128","17860","1600","9972","5202","19308","4492","56714","19664","N","N","10627","1965","8234","3516","14036","1277","28293","3360","(X)","(X)","(X)","(X)","(X)","(X)","43635","1807","77.7","3.1","8.8","1.9","33.1","3.0","12.5","2.5","5.6","1.8","11.3"
"0500000US06029","Kern County, California","0.9","197859","4590","15.7","1.2","37.2","1.8","25.6","1.9","11.2","1.2","7.6","1.0","2.7","0.6","874589","*****","75.9","1.1","5.4","0.3","1.2","0.4","4.7","0.3","0.1","0.1","8.8","1.0","3.9","0.6","51.5","*****","36.0","0.1","30.0","(X)","29.6","(X)","21.3","(X)","65772","1943","67629","2107","16801","3650","16397","554","9979","623","4143","333","30228","2918","70151","2347","37265","3924","58070","4474","97985","4604","64863","5205","100383","7178","99902","20430","20488","576","21562","807","13399","1931","19331","5248","25070","3725","14379","9804","15708","1380","15257","2363","13285","488","31330","1430","(X)","(X)","(X)","(X)","(X)","(X)","261135","3167","78.3","1.1","12.1","0.9","26.1","0.9","7.6","0.9","7.2","0.9","13.5"
"0500000US06031","Kings County, California","2.7","32268","1571","18.9","3.7","38.3","4.5","24.7","3.9","7.0","2.4","7.0","2.2","4.2","2.0","150269","*****","62.5","3.1","6.4","0.7","1.8","0.5","3.5","0.4","0.3","0.2","20.8","2.7","4.8","1.4","53.2","*****","33.5","0.1","30.7","(X)","32.4","(X)","19.9","(X)","60030","5404","61173","5420","13061","5445","16362","986","9774","1347","4548","770","23639","4243","65023","6742","24676","4931","48352","5006","94303","10362","74384","21157","142092","60930","83875","10837","17378","1465","19898","1665","16890","6641","9848","3257","23298","7316","N","N","12744","4217","4310","2215","12218","1852","26199","2665","(X)","(X)","(X)","(X)","(X)","(X)","41596","1204","78.8","3.2","9.1","1.8","25.6","2.4","7.5","2.0","6.5","2.2","15.5"
"0500000US06033","Lake County, California","3.8","15456","1576","N","N","N","N","N","N","N","N","N","N","N","N","64184","*****","78.0","2.1","2.3","0.5","4.3","0.9","0.9","0.8","0.0","0.3","11.8","2.4","2.6","1.3","19.1","*****","71.9","0.2","45.6","(X)","47.4","(X)","36.1","(X)","46976","4091","51709","5717","10436","3502","15230","1272","9030","1493","3103","1878","19761","3683","55636","5564","N","N","N","N","N","N","N","N","N","N","N","N","20798","1647","23216","1991","11725","3183","10862","6370","N","N","N","N","11692","4717","19823","11884","13240","3282","23870","2130","(X)","(X)","(X)","(X)","(X)","(X)","27636","1399","59.1","4.7","20.6","3.6","48.3","3.5","7.7","2.3","2.6","1.2","25.0"
"0500000US06037","Los Angeles County, California","0.2","2186123","12286","11.4","0.3","35.1","0.4","24.9","0.4","14.0","0.4","8.6","0.3","6.0","0.2","10116705","*****","52.5","0.3","8.2","0.1","0.6","0.1","14.3","0.1","0.3","0.1","20.1","0.3","4.0","0.1","48.4","*****","26.6","0.1","35.1","(X)","36.9","(X)","27.2","(X)","83104","817","83479","816","27652","1552","16278","158","9418","165","4476","158","27375","797","91395","1082","42025","1702","70806","1555","137432","2609","75790","1886","130429","3685","95103","2406","28373","267","33908","512","23864","736","18805","2076","31498","480","21166","3494","15131","292","22193","1290","16094","158","50494","841","(X)","(X)","(X)","(X)","(X)","(X)","3269112","9173","82.6","0.3","18.1","0.3","24.1","0.3","6.9","0.2","4.0","0.2","11.9"
"0500000US06039","Madera County, California","2.6","33261","1804","21.2","3.7","34.1","4.8","23.1","3.9","11.3","3.1","6.5","2.4","3.9","1.6","154548","*****","80.0","3.0","3.5","0.5","0.9","0.5","2.5","0.4","0.1","0.1","8.6","2.4","4.3","1.6","56.1","*****","35.4","0.6","39.1","(X)","38.5","(X)","27.8","(X)","58507","4220","58360","5047","18628","5649","17035","1435","8238","1419","3701","906","27635","4654","63661","5127","38543","8097","55658","8182","97085","15059","46600","6286","98376","17391","64052","10478","17601","1381","18092","1327","12392","4360","19380","8302","35932","27480","N","N","13287","2861","10516","3595","11120","879","27627","2604","(X)","(X)","(X)","(X)","(X)","(X)","42895","1483","73.2","3.3","14.9","2.7","33.9","3.0","8.0","2.2","4.9","2.1","18.6"
"0500000US06041","Marin County, California","1.7","61577","2468","10.1","1.5","31.3","2.3","41.1","2.8","7.6","1.6","7.6","1.7","2.3","0.9","260750","*****","79.5","1.6","2.1","0.4","0.2","0.2","6.1","0.4","0.1","0.1","7.7","1.7","4.3","0.9","16.0","*****","71.6","0.4","31.9","(X)","30.2","(X)","27.1","(X)","147223","7846","142279","8160","47358","7124","19981","949","9874","1785","2923","913","32627","3307","184224","11119","95204","23315","190486","27084","210618","16254","131087","36933","202438","36318","133689","43118","59824","3112","67912","3575","57169","23104","N","N","41752","6845","N","N","12093","2035","23757","6742","18668","2426","72595","3898","(X)","(X)","(X)","(X)","(X)","(X)","103509","1605","79.3","1.4","43.7","2.2","32.2","1.3","3.1","0.9","0.8","0.4","17.4"
"0500000US06045","Mendocino County, California","2.8","19465","1466","17.7","3.8","34.5","5.9","26.4","4.5","11.7","3.8","5.6","2.6","4.1","2.0","87869","*****","84.1","2.4","0.7","0.4","4.7","0.7","1.9","0.4","0.2","0.3","5.0","2.5","3.4","1.0","24.1","*****","66.2","0.2","33.5","(X)","31.1","(X)","24.7","(X)","62362","6830","54891","5475","43734","23200","16908","1044","8467","1044","3075","1365","21027","3925","78011","10669","53771","16907","73808","26257","90842","9761","96017","40833","93267","15454","63422","24245","24938","2392","27118","2743","7526","6283","15122","4288","19392","8862","N","N","11400","3473","12137","6371","12433","1977","30811","3516","(X)","(X)","(X)","(X)","(X)","(X)","33464","1373","70.9","3.9","23.5","3.5","38.9","3.2","10.0","2.6","2.7","1.2","19.2"
"0500000US06047","Merced County, California","1.5","61808","1938","14.5","1.9","37.5","3.7","25.4","3.0","10.3","1.9","7.1","1.7","5.1","1.5","266353","*****","60.7","2.7","3.4","0.2","0.3","0.2","7.3","0.6","0.1","0.1","24.1","2.7","4.0","0.8","57.5","*****","29.4","0.2","39.8","(X)","38.8","(X)","26.9","(X)","59701","3033","57916","3646","17146","4719","15155","834","8992","820","4942","784","24989","3646","63139","4002","37056","6313","44138","4121","95911","11204","54910","7722","106163","15883","70603","13337","18585","985","22165","1596","19238","8021","14035","8398","14665","2392","43642","24310","12158","1119","9364","2854","12878","606","31270","2925","(X)","(X)","(X)","(X)","(X)","(X)","79255","1242","80.0","1.8","15.3","2.1","27.3","1.5","9.7","1.5","6.8","1.4","15.1"
"0500000US06053","Monterey County, California","1.4","89865","2298","11.5","1.4","35.3","2.3","27.4","2.6","11.4","1.4","7.8","1.2","6.5","1.2","431344","*****","77.2","1.9","2.6","0.3","0.9","0.3","6.0","0.4","0.4","0.1","9.0","1.9","3.8","0.6","57.4","*****","31.0","0.2","25.3","(X)","25.5","(X)","19.3","(X)","83375","3192","76076","3257","46017","9747","17495","738","7617","819","4427","1423","26968","2720","89563","4128","75313","15883","77239","8242","114290","10086","66838","8642","120829","13189","79701","7311","25712","940","27051","1382","25694","6114","14217","4261","24946","2769","23004","7607","16231","2321","25267","5150","13687","663","47860","2947","(X)","(X)","(X)","(X)","(X)","(X)","123920","2014","80.7","1.3","20.7","1.7","29.7","1.3","5.3","0.8","2.4","0.7","17.9"
"0500000US06055","Napa County, California","2.2","35517","1633","13.3","2.2","28.5","3.1","31.6","3.4","11.6","2.6","12.0","2.4","3.1","1.3","141667","*****","72.3","2.2","2.3","0.3","0.5","0.4","8.3","0.5","0.0","0.1","12.8","2.2","3.8","1.2","33.7","*****","53.7","0.1","33.2","(X)","33.3","(X)","24.7","(X)","101798","6338","99780","6921","27528","5381","19410","1002","10434","1953","3972","974","30110","3088","113922","5739","65540","12128","92881","12239","146596","10261","87790","11463","154138","23821","123309","52970","37731","2220","42130","2628","51459","36873","N","N","30817","4134","N","N","17039","2862","34610","14820","18742","1884","50125","3161","(X)","(X)","(X)","(X)","(X)","(X)","50516","980","78.5","2.3","28.4","2.4","33.2","1.8","4.8","1.3","1.7","0.9","23.8"
"0500000US06057","Nevada County, California","3.1","27175","1992","23.6","3.5","34.8","4.6","29.9","4.6","5.4","2.4","5.8","2.4","0.5","0.5","98893","*****","92.5","1.4","0.2","0.2","0.8","0.3","1.4","0.3","0.2","0.3","1.4","1.0","3.5","0.7","9.2","*****","85.4","0.2","34.2","(X)","32.6","(X)","27.7","(X)","77644","6340","73285","7792","25265","9606","18078","1126","9685","1479","4788","1110","32554","3969","90715","9010","70007","16795","85963","18040","114967","14136","69217","21094","98836","25970","85277","11510","32374","2672","33397","2824","N","N","20220","12257","47681","18551","N","N","8176","3974","13446","4128","16744","3019","34668","3057","(X)","(X)","(X)","(X)","(X)","(X)","40186","1663","70.3","3.3","29.6","3.2","42.0","2.5","5.0","1.8","2.8","1.0","25.4"
"0500000US06059","Orange County, California","0.4","738178","7508","10.9","0.6","31.2","0.8","30.6","0.7","12.0","0.6","10.1","0.5","5.3","0.4","3145515","*****","63.0","0.6","1.6","0.1","0.4","0.1","19.1","0.3","0.3","0.1","11.5","0.7","4.0","0.3","34.3","*****","41.8","0.1","33.2","(X)","33.1","(X)","25.5","(X)","104121","1617","103362","1636","30212","2445","18443","317","9413","374","4900","479","32180","1934","114370","1892","63973","4507","98278","3840","148959","3854","92274","4534","147337","5390","100481","5237","34886","536","39695","800","30158","3668","22689","4106","33458","1268","41361","23482","16144","944","22757","2258","17564","504","50536","1124","(X)","(X)","(X)","(X)","(X)","(X)","1018862","4601","82.9","0.5","23.9","0.6","26.1","0.5","4.1","0.2","2.1","0.2","14.6"
"0500000US06061","Placer County, California","1.5","94038","2744","18.3","1.4","32.5","2.1","33.1","2.0","7.5","1.2","7.3","1.4","1.4","0.6","371694","*****","84.2","0.8","1.6","0.2","0.6","0.3","7.2","0.4","0.4","0.1","2.5","0.7","3.5","0.5","13.5","*****","74.1","0.1","30.4","(X)","30.2","(X)","24.4","(X)","97051","2904","100822","3446","21893","3600","19875","781","9010","1358","5999","3521","32680","2332","112879","3938","69192","7064","96213","6735","147738","9806","96868","9540","153083","17897","123852","16985","37200","1100","38433","1294","25050","6865","24261","11893","42383","6006","14073","10385","19819","5111","19680","4221","21017","2225","40636","1327","(X)","(X)","(X)","(X)","(X)","(X)","136239","1940","73.8","1.5","27.6","1.4","34.2","1.2","3.1","0.7","1.9","0.5","24.6"
"0500000US06065","Riverside County, California","0.5","516981","5843","15.9","0.7","34.9","1.0","24.3","1.0","11.5","0.6","9.1","0.6","4.3","0.4","2329271","*****","63.4","0.9","6.2","0.2","0.9","0.2","6.3","0.2","0.2","0.1","18.7","0.9","4.3","0.3","47.4","*****","37.1","0.1","35.6","(X)","36.0","(X)","27.0","(X)","73444","1268","72364","1322","27488","3039","18149","312","9881","438","4174","341","27862","1313","80747","1625","53747","3567","65022","2459","105619","3113","76046","6268","122569","4784","91210","6126","23460","384","26513","591","22799","1488","18930","4176","26172","1693","23090","6119","14158","628","16676","1860","15202","327","33958","914","(X)","(X)","(X)","(X)","(X)","(X)","700584","5496","77.5","0.7","16.0","0.6","30.8","0.6","5.7","0.4","4.1","0.3","17.9"
"0500000US06067","Sacramento County, California","0.6","347539","5676","15.4","0.8","35.8","1.1","28.9","1.3","9.9","0.8","7.0","0.6","3.0","0.4","1482026","*****","58.8","0.6","10.1","0.2","0.7","0.2","15.4","0.3","1.1","0.1","7.6","0.6","6.3","0.5","22.5","*****","46.3","0.2","29.1","(X)","30.9","(X)","22.7","(X)","76005","2132","76348","2253","16601","2805","17473","373","10468","452","4503","358","32530","1497","87047","2913","50669","3970","71176","6618","117189","4237","78336","6760","133458","10304","94021","8261","27655","767","32577","1154","20724","1572","19934","3471","25177","1203","19053","3199","15777","1300","15472","1771","17381","945","36237","1445","(X)","(X)","(X)","(X)","(X)","(X)","523353","4122","77.4","0.6","19.2","0.8","26.4","0.6","9.0","0.6","5.5","0.5","19.9"
"0500000US06071","San Bernardino County, California","0.5","463695","5572","13.8","0.8","37.2","1.3","22.7","1.1","12.9","0.7","9.2","0.7","4.3","0.5","2112619","*****","60.8","0.7","8.3","0.3","0.9","0.2","6.8","0.2","0.3","0.1","18.8","0.6","4.0","0.3","51.7","*****","30.4","0.1","33.8","(X)","33.8","(X)","25.2","(X)","68369","1284","70439","1505","15479","2458","16766","343","9747","356","4172","256","24744","1166","74314","1581","35196","2109","56290","2593","105198","3735","72360","3296","122433","4982","96433","5169","21042","367","22826","451","19038","1170","18354","3708","27933","2367","19787","6990","15381","671","13730","1471","15453","428","30058","750","(X)","(X)","(X)","(X)","(X)","(X)","617066","3823","79.6","0.7","12.5","0.6","25.2","0.6","7.1","0.4","6.2","0.4","15.0"
"0500000US06073","San Diego County, California","0.4","743988","8776","13.1","0.6","34.4","1.0","31.2","0.9","10.2","0.7","7.4","0.5","3.7","0.3","3263431","*****","70.9","0.5","5.0","0.2","0.5","0.1","11.6","0.2","0.4","0.1","6.5","0.4","5.1","0.4","33.2","*****","46.6","0.1","31.0","(X)","31.1","(X)","24.1","(X)","89137","1431","88663","1454","25160","2407","17635","297","9498","379","4721","386","29019","1105","99383","1668","52830","3395","82981","2841","134410","3306","81733","2678","134129","5104","100781","5373","31770","500","34405","630","25161","1710","25672","3042","34320","1589","26208","4108","16176","915","16787","1156","17505","472","42903","833","(X)","(X)","(X)","(X)","(X)","(X)","1100858","5824","80.8","0.5","22.8","0.5","25.4","0.4","5.0","0.3","2.5","0.2","18.0"
"0500000US06075","San Francisco County, California","0.6","162498","5182","12.2","1.0","29.0","1.7","37.6","1.7","10.2","1.2","6.5","0.8","4.5","0.8","852469","*****","47.3","0.7","5.4","0.2","0.3","0.1","34.0","0.4","0.4","0.1","7.6","0.8","4.9","0.5","15.3","*****","40.8","0.2","30.3","(X)","33.7","(X)","26.8","(X)","119215","3727","126022","3750","29578","3522","16470","629","9301","398","5660","672","27457","2368","141220","5941","66701","10380","98162","8047","205996","10799","92853","9873","189409","25392","119948","13257","51727","1476","71197","2580","24682","3009","28861","7820","38799","1999","39307","25369","24248","2739","28407","3438","29348","2082","76663","2963","(X)","(X)","(X)","(X)","(X)","(X)","353406","4278","80.3","1.0","31.4","1.2","23.4","0.9","7.2","0.7","2.4","0.5","11.5"
"0500000US06077","San Joaquin County, California","1.1","161489","3861","13.8","1.3","38.9","1.6","24.9","1.5","9.5","1.2","9.2","1.0","3.7","0.8","715597","*****","55.2","1.4","7.3","0.3","0.7","0.2","15.4","0.4","0.6","0.1","12.7","1.3","8.2","0.8","40.5","*****","33.8","0.1","32.9","(X)","33.0","(X)","24.4","(X)","70979","2168","70879","2443","20208","4883","17244","589","9998","553","4487","517","25962","1844","77977","2701","37421","3529","57305","3826","112147","5593","73343","7181","134854","11993","87077","9428","23028","660","27674","873","16059","1904","21269","5473","21201","2145","17289","3247","13981","1073","15938","3191","14945","723","34903","1399","(X)","(X)","(X)","(X)","(X)","(X)","221874","2448","79.4","1.1","15.4","0.9","28.0","1.2","8.6","0.8","4.9","0.7","16.8"
"0500000US06079","San Luis Obispo County, California","1.9","64404","2846","16.9","1.7","33.1","3.1","30.0","2.9","8.8","1.9","9.2","1.6","1.9","1.1","279083","*****","87.3","0.9","2.0","0.3","0.4","0.1","4.1","0.4","0.0","0.1","3.2","0.7","3.0","0.6","22.0","*****","69.4","0.1","36.2","(X)","37.1","(X)","27.7","(X)","83940","5112","78034","4130","35172","14047","18176","914","10324","1784","4837","1282","34895","2924","101209","7268","70379","6819","98651","20753","119134","8701","71577","12118","138885","12233","91386","17900","31746","1857","33658","2124","20385","6175","25808","7801","19678","4650","N","N","17186","4013","16632","5017","18778","2005","37291","2458","(X)","(X)","(X)","(X)","(X)","(X)","102645","2529","74.8","1.8","27.5","1.9","34.0","1.7","5.0","1.2","2.3","0.7","21.8"
"0500000US01003","Baldwin County, Alabama","2.7","47040","3419","20.4","3.2","34.4","4.0","29.0","4.0","6.8","2.0","6.7","2.2","2.6","1.6","200111","*****","86.5","0.8","9.8","0.3","0.8","0.5","0.3","0.4","0.0","0.1","0.7","0.7","1.9","0.6","4.6","*****","82.8","0.3","33.1","(X)","33.7","(X)","25.6","(X)","66013","5462","68053","5659","15594","7714","18621","758","10184","3419","1576","782","22317","3400","77737","6385","42652","7193","70528","10354","96770","10918","76084","12772","124138","14110","119560","96107","26721","1863","28685","2055","13776","3176","17899","10923","N","N","N","N","N","N","11099","5909","19675","6084","29089","2142","(X)","(X)","(X)","(X)","(X)","(X)","71307","3086","71.1","2.8","20.8","2.4","38.5","2.7","4.2","1.4","2.7","1.3","23.5"
